date,day_of_week,day_of_month,month,is_weekend,department,daily_appointment_demand
2025-03-18,1,18,3,0,Pediatrics,33
2025-03-18,1,18,3,0,Dermatology,22
2025-03-18,1,18,3,0,General Medicine,37
2025-03-18,1,18,3,0,Orthopedics,24
2025-03-18,1,18,3,0,Neurology,14
2025-03-18,1,18,3,0,ENT,19
2025-03-18,1,18,3,0,Gynecology,19
2025-03-19,2,19,3,0,Cardiology,25
2025-03-19,2,19,3,0,Pediatrics,29
2025-03-19,2,19,3,0,Dermatology,20
2025-03-19,2,19,3,0,General Medicine,34
2025-03-19,2,19,3,0,Orthopedics,19
2025-03-19,2,19,3,0,Neurology,16
2025-03-19,2,19,3,0,ENT,16
2025-03-19,2,19,3,0,Gynecology,19
2025-03-20,3,20,3,0,Cardiology,27
2025-03-20,3,20,3,0,Pediatrics,25
2025-03-20,3,20,3,0,Dermatology,16
2025-03-20,3,20,3,0,General Medicine,32
2025-03-20,3,20,3,0,Orthopedics,20
2025-03-20,3,20,3,0,Neurology,16
2025-03-20,3,20,3,0,ENT,9
2025-03-20,3,20,3,0,Gynecology,19
2025-03-21,4,21,3,0,Cardiology,22
2025-03-21,4,21,3,0,Pediatrics,24
2025-03-21,4,21,3,0,Dermatology,15
2025-03-21,4,21,3,0,General Medicine,27
2025-03-21,4,21,3,0,Orthopedics,21
2025-03-21,4,21,3,0,Neurology,13
2025-03-21,4,21,3,0,ENT,9
2025-03-21,4,21,3,0,Gynecology,13
2025-03-22,5,22,3,1,Cardiology,13
2025-03-22,5,22,3,1,Pediatrics,18
2025-03-22,5,22,3,1,Dermatology,9
2025-03-22,5,22,3,1,General Medicine,15
2025-03-22,5,22,3,1,Orthopedics,11
2025-03-22,5,22,3,1,Neurology,7
2025-03-22,5,22,3,1,ENT,2
2025-03-22,5,22,3,1,Gynecology,9
2025-03-23,6,23,3,1,Cardiology,9
2025-03-23,6,23,3,1,Pediatrics,12
2025-03-23,6,23,3,1,Dermatology,11
2025-03-23,6,23,3,1,General Medicine,15
2025-03-23,6,23,3,1,Orthopedics,7
2025-03-23,6,23,3,1,Neurology,3
2025-03-23,6,23,3,1,ENT,10
2025-03-23,6,23,3,1,Gynecology,7
2025-03-24,0,24,3,0,Cardiology,30
2025-03-24,0,24,3,0,Pediatrics,32
2025-03-24,0,24,3,0,Dermatology,23
2025-03-24,0,24,3,0,General Medicine,40
2025-03-24,0,24,3,0,Orthopedics,24
2025-03-24,0,24,3,0,Neurology,16
2025-03-24,0,24,3,0,ENT,15
2025-03-24,0,24,3,0,Gynecology,19
2025-03-25,1,25,3,0,Cardiology,26
2025-03-25,1,25,3,0,Pediatrics,30
2025-03-25,1,25,3,0,Dermatology,20
2025-03-25,1,25,3,0,General Medicine,40
2025-03-25,1,25,3,0,Orthopedics,18
2025-03-25,1,25,3,0,Neurology,18
2025-03-25,1,25,3,0,ENT,16
2025-03-25,1,25,3,0,Gynecology,14
2025-03-26,2,26,3,0,Cardiology,25
2025-03-26,2,26,3,0,Pediatrics,27
2025-03-26,2,26,3,0,Dermatology,16
2025-03-26,2,26,3,0,General Medicine,32
2025-03-26,2,26,3,0,Orthopedics,19
2025-03-26,2,26,3,0,Neurology,18
2025-03-26,2,26,3,0,ENT,14
2025-03-26,2,26,3,0,Gynecology,19
2025-03-27,3,27,3,0,Cardiology,25
2025-03-27,3,27,3,0,Pediatrics,24
2025-03-27,3,27,3,0,Dermatology,17
2025-03-27,3,27,3,0,General Medicine,33
2025-03-27,3,27,3,0,Orthopedics,18
2025-03-27,3,27,3,0,Neurology,15
2025-03-27,3,27,3,0,ENT,12
2025-03-27,3,27,3,0,Gynecology,15
2025-03-28,4,28,3,0,Cardiology,24
2025-03-28,4,28,3,0,Pediatrics,26
2025-03-28,4,28,3,0,Dermatology,16
2025-03-28,4,28,3,0,General Medicine,33
2025-03-28,4,28,3,0,Orthopedics,17
2025-03-28,4,28,3,0,Neurology,15
2025-03-28,4,28,3,0,ENT,13
2025-03-28,4,28,3,0,Gynecology,15
2025-03-29,5,29,3,1,Cardiology,14
2025-03-29,5,29,3,1,Pediatrics,12
2025-03-29,5,29,3,1,Dermatology,12
2025-03-29,5,29,3,1,General Medicine,17
2025-03-29,5,29,3,1,Orthopedics,10
2025-03-29,5,29,3,1,Neurology,10
2025-03-29,5,29,3,1,ENT,5
2025-03-29,5,29,3,1,Gynecology,6
2025-03-30,6,30,3,1,Cardiology,6
2025-03-30,6,30,3,1,Pediatrics,12
2025-03-30,6,30,3,1,Dermatology,5
2025-03-30,6,30,3,1,General Medicine,16
2025-03-30,6,30,3,1,Orthopedics,4
2025-03-30,6,30,3,1,Neurology,9
2025-03-30,6,30,3,1,ENT,5
2025-03-30,6,30,3,1,Gynecology,6
2025-03-31,0,31,3,0,Cardiology,29
2025-03-31,0,31,3,0,Pediatrics,33
2025-03-31,0,31,3,0,Dermatology,22
2025-03-31,0,31,3,0,General Medicine,42
2025-03-31,0,31,3,0,Orthopedics,25
2025-03-31,0,31,3,0,Neurology,18
2025-03-31,0,31,3,0,ENT,14
2025-03-31,0,31,3,0,Gynecology,20
2025-04-01,1,1,4,0,Cardiology,28
2025-04-01,1,1,4,0,Pediatrics,26
2025-04-01,1,1,4,0,Dermatology,18
2025-04-01,1,1,4,0,General Medicine,38
2025-04-01,1,1,4,0,Orthopedics,23
2025-04-01,1,1,4,0,Neurology,16
2025-04-01,1,1,4,0,ENT,14
2025-04-01,1,1,4,0,Gynecology,19
2025-04-02,2,2,4,0,Cardiology,24
2025-04-02,2,2,4,0,Pediatrics,26
2025-04-02,2,2,4,0,Dermatology,19
2025-04-02,2,2,4,0,General Medicine,32
2025-04-02,2,2,4,0,Orthopedics,22
2025-04-02,2,2,4,0,Neurology,11
2025-04-02,2,2,4,0,ENT,15
2025-04-02,2,2,4,0,Gynecology,18
2025-04-03,3,3,4,0,Cardiology,25
2025-04-03,3,3,4,0,Pediatrics,28
2025-04-03,3,3,4,0,Dermatology,21
2025-04-03,3,3,4,0,General Medicine,34
2025-04-03,3,3,4,0,Orthopedics,16
2025-04-03,3,3,4,0,Neurology,11
2025-04-03,3,3,4,0,ENT,11
2025-04-03,3,3,4,0,Gynecology,16
2025-04-04,4,4,4,0,Cardiology,24
2025-04-04,4,4,4,0,Pediatrics,23
2025-04-04,4,4,4,0,Dermatology,17
2025-04-04,4,4,4,0,General Medicine,29
2025-04-04,4,4,4,0,Orthopedics,18
2025-04-04,4,4,4,0,Neurology,10
2025-04-04,4,4,4,0,ENT,10
2025-04-04,4,4,4,0,Gynecology,12
2025-04-05,5,5,4,1,Cardiology,11
2025-04-05,5,5,4,1,Pediatrics,16
2025-04-05,5,5,4,1,Dermatology,8
2025-04-05,5,5,4,1,General Medicine,23
2025-04-05,5,5,4,1,Orthopedics,12
2025-04-05,5,5,4,1,Neurology,8
2025-04-05,5,5,4,1,ENT,5
2025-04-05,5,5,4,1,Gynecology,10
2025-04-06,6,6,4,1,Cardiology,8
2025-04-06,6,6,4,1,Pediatrics,11
2025-04-06,6,6,4,1,Dermatology,12
2025-04-06,6,6,4,1,General Medicine,13
2025-04-06,6,6,4,1,Orthopedics,10
2025-04-06,6,6,4,1,Neurology,4
2025-04-06,6,6,4,1,ENT,5
2025-04-06,6,6,4,1,Gynecology,10
2025-04-07,0,7,4,0,Cardiology,29
2025-04-07,0,7,4,0,Pediatrics,36
2025-04-07,0,7,4,0,Dermatology,24
2025-04-07,0,7,4,0,General Medicine,39
2025-04-07,0,7,4,0,Orthopedics,26
2025-04-07,0,7,4,0,Neurology,19
2025-04-07,0,7,4,0,ENT,16
2025-04-07,0,7,4,0,Gynecology,17
2025-04-08,1,8,4,0,Cardiology,26
2025-04-08,1,8,4,0,Pediatrics,29
2025-04-08,1,8,4,0,Dermatology,21
2025-04-08,1,8,4,0,General Medicine,38
2025-04-08,1,8,4,0,Orthopedics,23
2025-04-08,1,8,4,0,Neurology,13
2025-04-08,1,8,4,0,ENT,15
2025-04-08,1,8,4,0,Gynecology,20
2025-04-09,2,9,4,0,Cardiology,26
2025-04-09,2,9,4,0,Pediatrics,29
2025-04-09,2,9,4,0,Dermatology,21
2025-04-09,2,9,4,0,General Medicine,35
2025-04-09,2,9,4,0,Orthopedics,21
2025-04-09,2,9,4,0,Neurology,11
2025-04-09,2,9,4,0,ENT,13
2025-04-09,2,9,4,0,Gynecology,17
2025-04-10,3,10,4,0,Cardiology,25
2025-04-10,3,10,4,0,Pediatrics,23
2025-04-10,3,10,4,0,Dermatology,16
2025-04-10,3,10,4,0,General Medicine,34
2025-04-10,3,10,4,0,Orthopedics,20
2025-04-10,3,10,4,0,Neurology,15
2025-04-10,3,10,4,0,ENT,12
2025-04-10,3,10,4,0,Gynecology,16
2025-04-11,4,11,4,0,Cardiology,25
2025-04-11,4,11,4,0,Pediatrics,24
2025-04-11,4,11,4,0,Dermatology,17
2025-04-11,4,11,4,0,General Medicine,29
2025-04-11,4,11,4,0,Orthopedics,18
2025-04-11,4,11,4,0,Neurology,13
2025-04-11,4,11,4,0,ENT,12
2025-04-11,4,11,4,0,Gynecology,14
2025-04-12,5,12,4,1,Cardiology,16
2025-04-12,5,12,4,1,Pediatrics,13
2025-04-12,5,12,4,1,Dermatology,10
2025-04-12,5,12,4,1,General Medicine,17
2025-04-12,5,12,4,1,Orthopedics,14
2025-04-12,5,12,4,1,Neurology,8
2025-04-12,5,12,4,1,ENT,9
2025-04-12,5,12,4,1,Gynecology,6
2025-04-13,6,13,4,1,Cardiology,10
2025-04-13,6,13,4,1,Pediatrics,12
2025-04-13,6,13,4,1,Dermatology,7
2025-04-13,6,13,4,1,General Medicine,15
2025-04-13,6,13,4,1,Orthopedics,7
2025-04-13,6,13,4,1,Neurology,8
2025-04-13,6,13,4,1,ENT,9
2025-04-13,6,13,4,1,Gynecology,6
2025-04-14,0,14,4,0,Cardiology,29
2025-04-14,0,14,4,0,Pediatrics,35
2025-04-14,0,14,4,0,Dermatology,26
2025-04-14,0,14,4,0,General Medicine,39
2025-04-14,0,14,4,0,Orthopedics,24
2025-04-14,0,14,4,0,Neurology,17
2025-04-14,0,14,4,0,ENT,12
2025-04-14,0,14,4,0,Gynecology,18
2025-04-15,1,15,4,0,Cardiology,26
2025-04-15,1,15,4,0,Pediatrics,28
2025-04-15,1,15,4,0,Dermatology,21
2025-04-15,1,15,4,0,General Medicine,37
2025-04-15,1,15,4,0,Orthopedics,26
2025-04-15,1,15,4,0,Neurology,14
2025-04-15,1,15,4,0,ENT,16
2025-04-15,1,15,4,0,Gynecology,18
2025-04-16,2,16,4,0,Cardiology,25
2025-04-16,2,16,4,0,Pediatrics,29
2025-04-16,2,16,4,0,Dermatology,17
2025-04-16,2,16,4,0,General Medicine,34
2025-04-16,2,16,4,0,Orthopedics,21
2025-04-16,2,16,4,0,Neurology,16
2025-04-16,2,16,4,0,ENT,13
2025-04-16,2,16,4,0,Gynecology,22
2025-04-17,3,17,4,0,Cardiology,23
2025-04-17,3,17,4,0,Pediatrics,25
2025-04-17,3,17,4,0,Dermatology,17
2025-04-17,3,17,4,0,General Medicine,31
2025-04-17,3,17,4,0,Orthopedics,19
2025-04-17,3,17,4,0,Neurology,16
2025-04-17,3,17,4,0,ENT,15
2025-04-17,3,17,4,0,Gynecology,15
2025-04-18,4,18,4,0,Cardiology,21
2025-04-18,4,18,4,0,Pediatrics,26
2025-04-18,4,18,4,0,Dermatology,16
2025-04-18,4,18,4,0,General Medicine,32
2025-04-18,4,18,4,0,Orthopedics,19
2025-04-18,4,18,4,0,Neurology,10
2025-04-18,4,18,4,0,ENT,14
2025-04-18,4,18,4,0,Gynecology,19
2025-04-19,5,19,4,1,Cardiology,12
2025-04-19,5,19,4,1,Pediatrics,14
2025-04-19,5,19,4,1,Dermatology,10
2025-04-19,5,19,4,1,General Medicine,18
2025-04-19,5,19,4,1,Orthopedics,12
2025-04-19,5,19,4,1,Neurology,12
2025-04-19,5,19,4,1,ENT,6
2025-04-19,5,19,4,1,Gynecology,7
2025-04-20,6,20,4,1,Cardiology,7
2025-04-20,6,20,4,1,Pediatrics,9
2025-04-20,6,20,4,1,Dermatology,7
2025-04-20,6,20,4,1,General Medicine,16
2025-04-20,6,20,4,1,Orthopedics,7
2025-04-20,6,20,4,1,Neurology,6
2025-04-20,6,20,4,1,ENT,5
2025-04-20,6,20,4,1,Gynecology,9
2025-04-21,0,21,4,0,Cardiology,35
2025-04-21,0,21,4,0,Pediatrics,31
2025-04-21,0,21,4,0,Dermatology,22
2025-04-21,0,21,4,0,General Medicine,42
2025-04-21,0,21,4,0,Orthopedics,26
2025-04-21,0,21,4,0,Neurology,21
2025-04-21,0,21,4,0,ENT,16
2025-04-21,0,21,4,0,Gynecology,19
2025-04-22,1,22,4,0,Cardiology,29
2025-04-22,1,22,4,0,Pediatrics,32
2025-04-22,1,22,4,0,Dermatology,22
2025-04-22,1,22,4,0,General Medicine,38
2025-04-22,1,22,4,0,Orthopedics,25
2025-04-22,1,22,4,0,Neurology,18
2025-04-22,1,22,4,0,ENT,17
2025-04-22,1,22,4,0,Gynecology,20
2025-04-23,2,23,4,0,Cardiology,25
2025-04-23,2,23,4,0,Pediatrics,28
2025-04-23,2,23,4,0,Dermatology,21
2025-04-23,2,23,4,0,General Medicine,32
2025-04-23,2,23,4,0,Orthopedics,22
2025-04-23,2,23,4,0,Neurology,14
2025-04-23,2,23,4,0,ENT,13
2025-04-23,2,23,4,0,Gynecology,19
2025-04-24,3,24,4,0,Cardiology,24
2025-04-24,3,24,4,0,Pediatrics,26
2025-04-24,3,24,4,0,Dermatology,15
2025-04-24,3,24,4,0,General Medicine,33
2025-04-24,3,24,4,0,Orthopedics,21
2025-04-24,3,24,4,0,Neurology,18
2025-04-24,3,24,4,0,ENT,11
2025-04-24,3,24,4,0,Gynecology,16
2025-04-25,4,25,4,0,Cardiology,23
2025-04-25,4,25,4,0,Pediatrics,28
2025-04-25,4,25,4,0,Dermatology,17
2025-04-25,4,25,4,0,General Medicine,31
2025-04-25,4,25,4,0,Orthopedics,20
2025-04-25,4,25,4,0,Neurology,14
2025-04-25,4,25,4,0,ENT,11
2025-04-25,4,25,4,0,Gynecology,16
2025-04-26,5,26,4,1,Cardiology,15
2025-04-26,5,26,4,1,Pediatrics,12
2025-04-26,5,26,4,1,Dermatology,10
2025-04-26,5,26,4,1,General Medicine,16
2025-04-26,5,26,4,1,Orthopedics,13
2025-04-26,5,26,4,1,Neurology,5
2025-04-26,5,26,4,1,ENT,5
2025-04-26,5,26,4,1,Gynecology,10
2025-04-27,6,27,4,1,Cardiology,13
2025-04-27,6,27,4,1,Pediatrics,10
2025-04-27,6,27,4,1,Dermatology,6
2025-04-27,6,27,4,1,General Medicine,17
2025-04-27,6,27,4,1,Orthopedics,5
2025-04-27,6,27,4,1,Neurology,2
2025-04-27,6,27,4,1,ENT,6
2025-04-27,6,27,4,1,Gynecology,5
2025-04-28,0,28,4,0,Cardiology,28
2025-04-28,0,28,4,0,Pediatrics,34
2025-04-28,0,28,4,0,Dermatology,23
2025-04-28,0,28,4,0,General Medicine,39
2025-04-28,0,28,4,0,Orthopedics,22
2025-04-28,0,28,4,0,Neurology,19
2025-04-28,0,28,4,0,ENT,16
2025-04-28,0,28,4,0,Gynecology,20
2025-04-29,1,29,4,0,Cardiology,31
2025-04-29,1,29,4,0,Pediatrics,28
2025-04-29,1,29,4,0,Dermatology,18
2025-04-29,1,29,4,0,General Medicine,35
2025-04-29,1,29,4,0,Orthopedics,23
2025-04-29,1,29,4,0,Neurology,17
2025-04-29,1,29,4,0,ENT,13
2025-04-29,1,29,4,0,Gynecology,19
2025-04-30,2,30,4,0,Cardiology,23
2025-04-30,2,30,4,0,Pediatrics,30
2025-04-30,2,30,4,0,Dermatology,19
2025-04-30,2,30,4,0,General Medicine,36
2025-04-30,2,30,4,0,Orthopedics,22
2025-04-30,2,30,4,0,Neurology,16
2025-04-30,2,30,4,0,ENT,14
2025-04-30,2,30,4,0,Gynecology,18
2025-05-01,3,1,5,0,Cardiology,25
2025-05-01,3,1,5,0,Pediatrics,29
2025-05-01,3,1,5,0,Dermatology,22
2025-05-01,3,1,5,0,General Medicine,33
2025-05-01,3,1,5,0,Orthopedics,20
2025-05-01,3,1,5,0,Neurology,17
2025-05-01,3,1,5,0,ENT,11
2025-05-01,3,1,5,0,Gynecology,20
2025-05-02,4,2,5,0,Cardiology,23
2025-05-02,4,2,5,0,Pediatrics,22
2025-05-02,4,2,5,0,Dermatology,21
2025-05-02,4,2,5,0,General Medicine,29
2025-05-02,4,2,5,0,Orthopedics,21
2025-05-02,4,2,5,0,Neurology,12
2025-05-02,4,2,5,0,ENT,11
2025-05-02,4,2,5,0,Gynecology,11
2025-05-03,5,3,5,1,Cardiology,12
2025-05-03,5,3,5,1,Pediatrics,9
2025-05-03,5,3,5,1,Dermatology,9
2025-05-03,5,3,5,1,General Medicine,19
2025-05-03,5,3,5,1,Orthopedics,13
2025-05-03,5,3,5,1,Neurology,9
2025-05-03,5,3,5,1,ENT,5
2025-05-03,5,3,5,1,Gynecology,9
2025-05-04,6,4,5,1,Cardiology,10
2025-05-04,6,4,5,1,Pediatrics,8
2025-05-04,6,4,5,1,Dermatology,12
2025-05-04,6,4,5,1,General Medicine,15
2025-05-04,6,4,5,1,Orthopedics,8
2025-05-04,6,4,5,1,Neurology,6
2025-05-04,6,4,5,1,ENT,5
2025-05-04,6,4,5,1,Gynecology,2
2025-05-05,0,5,5,0,Cardiology,30
2025-05-05,0,5,5,0,Pediatrics,31
2025-05-05,0,5,5,0,Dermatology,25
2025-05-05,0,5,5,0,General Medicine,39
2025-05-05,0,5,5,0,Orthopedics,29
2025-05-05,0,5,5,0,Neurology,19
2025-05-05,0,5,5,0,ENT,14
2025-05-05,0,5,5,0,Gynecology,21
2025-05-06,1,6,5,0,Cardiology,30
2025-05-06,1,6,5,0,Pediatrics,32
2025-05-06,1,6,5,0,Dermatology,25
2025-05-06,1,6,5,0,General Medicine,36
2025-05-06,1,6,5,0,Orthopedics,24
2025-05-06,1,6,5,0,Neurology,17
2025-05-06,1,6,5,0,ENT,16
2025-05-06,1,6,5,0,Gynecology,20
2025-05-07,2,7,5,0,Cardiology,27
2025-05-07,2,7,5,0,Pediatrics,26
2025-05-07,2,7,5,0,Dermatology,25
2025-05-07,2,7,5,0,General Medicine,34
2025-05-07,2,7,5,0,Orthopedics,25
2025-05-07,2,7,5,0,Neurology,13
2025-05-07,2,7,5,0,ENT,16
2025-05-07,2,7,5,0,Gynecology,17
2025-05-08,3,8,5,0,Cardiology,23
2025-05-08,3,8,5,0,Pediatrics,25
2025-05-08,3,8,5,0,Dermatology,21
2025-05-08,3,8,5,0,General Medicine,33
2025-05-08,3,8,5,0,Orthopedics,21
2025-05-08,3,8,5,0,Neurology,13
2025-05-08,3,8,5,0,ENT,12
2025-05-08,3,8,5,0,Gynecology,20
2025-05-09,4,9,5,0,Cardiology,26
2025-05-09,4,9,5,0,Pediatrics,26
2025-05-09,4,9,5,0,Dermatology,21
2025-05-09,4,9,5,0,General Medicine,31
2025-05-09,4,9,5,0,Orthopedics,20
2025-05-09,4,9,5,0,Neurology,11
2025-05-09,4,9,5,0,ENT,11
2025-05-09,4,9,5,0,Gynecology,12
2025-05-10,5,10,5,1,Cardiology,14
2025-05-10,5,10,5,1,Pediatrics,16
2025-05-10,5,10,5,1,Dermatology,11
2025-05-10,5,10,5,1,General Medicine,21
2025-05-10,5,10,5,1,Orthopedics,9
2025-05-10,5,10,5,1,Neurology,5
2025-05-10,5,10,5,1,ENT,7
2025-05-10,5,10,5,1,Gynecology,11
2025-05-11,6,11,5,1,Cardiology,13
2025-05-11,6,11,5,1,Pediatrics,9
2025-05-11,6,11,5,1,Dermatology,11
2025-05-11,6,11,5,1,General Medicine,13
2025-05-11,6,11,5,1,Orthopedics,8
2025-05-11,6,11,5,1,Neurology,7
2025-05-11,6,11,5,1,ENT,6
2025-05-11,6,11,5,1,Gynecology,3
2025-05-12,0,12,5,0,Cardiology,33
2025-05-12,0,12,5,0,Pediatrics,35
2025-05-12,0,12,5,0,Dermatology,26
2025-05-12,0,12,5,0,General Medicine,41
2025-05-12,0,12,5,0,Orthopedics,26
2025-05-12,0,12,5,0,Neurology,18
2025-05-12,0,12,5,0,ENT,14
2025-05-12,0,12,5,0,Gynecology,19
2025-05-13,1,13,5,0,Cardiology,28
2025-05-13,1,13,5,0,Pediatrics,32
2025-05-13,1,13,5,0,Dermatology,26
2025-05-13,1,13,5,0,General Medicine,36
2025-05-13,1,13,5,0,Orthopedics,25
2025-05-13,1,13,5,0,Neurology,10
2025-05-13,1,13,5,0,ENT,16
2025-05-13,1,13,5,0,Gynecology,15
2025-05-14,2,14,5,0,Cardiology,24
2025-05-14,2,14,5,0,Pediatrics,25
2025-05-14,2,14,5,0,Dermatology,20
2025-05-14,2,14,5,0,General Medicine,36
2025-05-14,2,14,5,0,Orthopedics,20
2025-05-14,2,14,5,0,Neurology,15
2025-05-14,2,14,5,0,ENT,13
2025-05-14,2,14,5,0,Gynecology,18
2025-05-15,3,15,5,0,Cardiology,24
2025-05-15,3,15,5,0,Pediatrics,23
2025-05-15,3,15,5,0,Dermatology,24
2025-05-15,3,15,5,0,General Medicine,31
2025-05-15,3,15,5,0,Orthopedics,17
2025-05-15,3,15,5,0,Neurology,13
2025-05-15,3,15,5,0,ENT,15
2025-05-15,3,15,5,0,Gynecology,18
2025-05-16,4,16,5,0,Cardiology,22
2025-05-16,4,16,5,0,Pediatrics,24
2025-05-16,4,16,5,0,Dermatology,20
2025-05-16,4,16,5,0,General Medicine,35
2025-05-16,4,16,5,0,Orthopedics,20
2025-05-16,4,16,5,0,Neurology,14
2025-05-16,4,16,5,0,ENT,13
2025-05-16,4,16,5,0,Gynecology,16
2025-05-17,5,17,5,1,Cardiology,13
2025-05-17,5,17,5,1,Pediatrics,14
2025-05-17,5,17,5,1,Dermatology,12
2025-05-17,5,17,5,1,General Medicine,18
2025-05-17,5,17,5,1,Orthopedics,12
2025-05-17,5,17,5,1,Neurology,8
2025-05-17,5,17,5,1,ENT,8
2025-05-17,5,17,5,1,Gynecology,9
2025-05-18,6,18,5,1,Cardiology,10
2025-05-18,6,18,5,1,Pediatrics,6
2025-05-18,6,18,5,1,Dermatology,10
2025-05-18,6,18,5,1,General Medicine,13
2025-05-18,6,18,5,1,Orthopedics,10
2025-05-18,6,18,5,1,Neurology,2
2025-05-18,6,18,5,1,ENT,9
2025-05-18,6,18,5,1,Gynecology,6
2025-05-19,0,19,5,0,Cardiology,32
2025-05-19,0,19,5,0,Pediatrics,30
2025-05-19,0,19,5,0,Dermatology,28
2025-05-19,0,19,5,0,General Medicine,38
2025-05-19,0,19,5,0,Orthopedics,24
2025-05-19,0,19,5,0,Neurology,21
2025-05-19,0,19,5,0,ENT,15
2025-05-19,0,19,5,0,Gynecology,20
2025-05-20,1,20,5,0,Cardiology,29
2025-05-20,1,20,5,0,Pediatrics,31
2025-05-20,1,20,5,0,Dermatology,25
2025-05-20,1,20,5,0,General Medicine,38
2025-05-20,1,20,5,0,Orthopedics,28
2025-05-20,1,20,5,0,Neurology,16
2025-05-20,1,20,5,0,ENT,14
2025-05-20,1,20,5,0,Gynecology,21
2025-05-21,2,21,5,0,Cardiology,27
2025-05-21,2,21,5,0,Pediatrics,30
2025-05-21,2,21,5,0,Dermatology,24
2025-05-21,2,21,5,0,General Medicine,31
2025-05-21,2,21,5,0,Orthopedics,24
2025-05-21,2,21,5,0,Neurology,12
2025-05-21,2,21,5,0,ENT,13
2025-05-21,2,21,5,0,Gynecology,15
2025-05-22,3,22,5,0,Cardiology,24
2025-05-22,3,22,5,0,Pediatrics,27
2025-05-22,3,22,5,0,Dermatology,22
2025-05-22,3,22,5,0,General Medicine,33
2025-05-22,3,22,5,0,Orthopedics,23
2025-05-22,3,22,5,0,Neurology,15
2025-05-22,3,22,5,0,ENT,12
2025-05-22,3,22,5,0,Gynecology,18
2025-05-23,4,23,5,0,Cardiology,25
2025-05-23,4,23,5,0,Pediatrics,22
2025-05-23,4,23,5,0,Dermatology,22
2025-05-23,4,23,5,0,General Medicine,32
2025-05-23,4,23,5,0,Orthopedics,18
2025-05-23,4,23,5,0,Neurology,16
2025-05-23,4,23,5,0,ENT,11
2025-05-23,4,23,5,0,Gynecology,15
2025-05-24,5,24,5,1,Cardiology,13
2025-05-24,5,24,5,1,Pediatrics,14
2025-05-24,5,24,5,1,Dermatology,10
2025-05-24,5,24,5,1,General Medicine,15
2025-05-24,5,24,5,1,Orthopedics,14
2025-05-24,5,24,5,1,Neurology,6
2025-05-24,5,24,5,1,ENT,5
2025-05-24,5,24,5,1,Gynecology,4
2025-05-25,6,25,5,1,Cardiology,8
2025-05-25,6,25,5,1,Pediatrics,8
2025-05-25,6,25,5,1,Dermatology,12
2025-05-25,6,25,5,1,General Medicine,15
2025-05-25,6,25,5,1,Orthopedics,7
2025-05-25,6,25,5,1,Neurology,10
2025-05-25,6,25,5,1,ENT,7
2025-05-25,6,25,5,1,Gynecology,6
2025-05-26,0,26,5,0,Cardiology,25
2025-05-26,0,26,5,0,Pediatrics,37
2025-05-26,0,26,5,0,Dermatology,24
2025-05-26,0,26,5,0,General Medicine,37
2025-05-26,0,26,5,0,Orthopedics,27
2025-05-26,0,26,5,0,Neurology,22
2025-05-26,0,26,5,0,ENT,18
2025-05-26,0,26,5,0,Gynecology,21
2025-05-27,1,27,5,0,Cardiology,29
2025-05-27,1,27,5,0,Pediatrics,32
2025-05-27,1,27,5,0,Dermatology,26
2025-05-27,1,27,5,0,General Medicine,37
2025-05-27,1,27,5,0,Orthopedics,23
2025-05-27,1,27,5,0,Neurology,16
2025-05-27,1,27,5,0,ENT,12
2025-05-27,1,27,5,0,Gynecology,18
2025-05-28,2,28,5,0,Cardiology,22
2025-05-28,2,28,5,0,Pediatrics,27
2025-05-28,2,28,5,0,Dermatology,21
2025-05-28,2,28,5,0,General Medicine,31
2025-05-28,2,28,5,0,Orthopedics,21
2025-05-28,2,28,5,0,Neurology,17
2025-05-28,2,28,5,0,ENT,14
2025-05-28,2,28,5,0,Gynecology,14
2025-05-29,3,29,5,0,Cardiology,22
2025-05-29,3,29,5,0,Pediatrics,28
2025-05-29,3,29,5,0,Dermatology,20
2025-05-29,3,29,5,0,General Medicine,32
2025-05-29,3,29,5,0,Orthopedics,21
2025-05-29,3,29,5,0,Neurology,12
2025-05-29,3,29,5,0,ENT,12
2025-05-29,3,29,5,0,Gynecology,13
2025-05-30,4,30,5,0,Cardiology,22
2025-05-30,4,30,5,0,Pediatrics,25
2025-05-30,4,30,5,0,Dermatology,17
2025-05-30,4,30,5,0,General Medicine,31
2025-05-30,4,30,5,0,Orthopedics,19
2025-05-30,4,30,5,0,Neurology,14
2025-05-30,4,30,5,0,ENT,12
2025-05-30,4,30,5,0,Gynecology,18
2025-05-31,5,31,5,1,Cardiology,13
2025-05-31,5,31,5,1,Pediatrics,13
2025-05-31,5,31,5,1,Dermatology,12
2025-05-31,5,31,5,1,General Medicine,19
2025-05-31,5,31,5,1,Orthopedics,11
2025-05-31,5,31,5,1,Neurology,8
2025-05-31,5,31,5,1,ENT,5
2025-05-31,5,31,5,1,Gynecology,7
2025-06-01,6,1,6,1,Cardiology,7
2025-06-01,6,1,6,1,Pediatrics,14
2025-06-01,6,1,6,1,Dermatology,6
2025-06-01,6,1,6,1,General Medicine,11
2025-06-01,6,1,6,1,Orthopedics,7
2025-06-01,6,1,6,1,Neurology,7
2025-06-01,6,1,6,1,ENT,4
2025-06-01,6,1,6,1,Gynecology,9
2025-06-02,0,2,6,0,Cardiology,29
2025-06-02,0,2,6,0,Pediatrics,33
2025-06-02,0,2,6,0,Dermatology,25
